,value_eur,overall,potential,age,shooting,passing,dribbling,defending,physic,num_pos,international_reputation,best_pos
476,12500000,80,80,28,64,77,78,78,73,1,2,LB
477,13000000,80,80,28,49,65,63,80,81,2,2,CB
478,15500000,80,80,28,79,62,77,50,84,1,2,ST
479,13000000,80,80,27,55,74,75,79,77,1,2,RB
480,15500000,80,80,27,73,78,83,50,60,2,1,CAM
481,15500000,80,80,28,78,71,75,47,79,1,3,ST
482,16000000,80,80,26,69,76,85,38,44,1,2,LM
483,12500000,80,80,29,61,72,69,78,80,1,1,CDM
484,12500000,80,80,29,58,73,78,75,83,2,1,CDM
485,15500000,80,80,27,70,79,80,52,68,1,1,LM
486,14500000,80,80,30,79,61,75,31,77,1,1,ST
487,15500000,80,80,28,79,63,65,41,90,2,2,ST
488,4700000,80,80,35,62,74,76,78,77,2,1,CDM
489,10500000,80,80,31,54,76,78,75,74,2,1,LB
490,0,80,80,35,62,74,76,78,77,2,1,CDM
491,0,80,80,31,54,76,78,77,74,2,1,LB
492,22500000,79,92,18,70,71,85,29,63,1,2,LW
493,20000000,79,89,22,58,78,81,70,74,1,1,CM
494,20500000,79,89,21,75,75,81,60,77,2,1,CAM
495,17500000,79,88,21,50,63,78,80,72,1,1,RB
496,18000000,79,88,20,27,54,68,80,78,1,1,CB
497,18500000,79,87,23,73,77,80,71,74,3,1,CM
498,17000000,79,87,21,49,74,74,76,85,2,1,CDM
499,18500000,79,87,23,68,79,76,72,69,3,2,CM
500,18500000,79,87,21,74,71,83,44,64,2,2,RW
501,18500000,79,87,21,76,76,82,48,61,3,1,CAM
502,16000000,79,86,25,64,75,80,78,73,3,1,CDM
503,17500000,79,86,22,70,70,87,23,63,3,2,RW
504,17500000,79,86,23,76,75,79,49,74,3,1,RW
505,16000000,79,86,22,44,65,67,78,76,2,1,CB
506,18000000,79,86,20,68,70,84,36,58,2,3,LW
507,17500000,79,86,22,72,72,77,78,88,1,2,CM
508,16000000,79,86,20,62,72,80,74,74,2,1,LB
509,16000000,79,86,23,49,69,72,77,77,2,1,CDM
510,16000000,79,86,22,62,77,73,73,68,2,1,CDM
511,16000000,79,86,20,34,61,50,80,80,2,1,CB
512,18000000,79,86,21,73,77,80,47,56,2,1,RM
513,17500000,79,85,24,81,60,73,35,71,1,1,ST
514,17000000,79,85,23,67,76,81,62,79,2,1,CM
515,17000000,79,85,24,63,76,78,70,66,2,1,CM
516,15500000,79,85,24,42,63,68,79,78,1,1,CB
517,15500000,79,85,23,50,63,71,79,75,2,1,RB
518,17500000,79,85,23,71,75,82,65,67,2,1,CAM
519,15500000,79,85,23,37,70,76,78,76,2,2,CB
520,15500000,79,85,23,47,72,70,81,74,2,1,CB
521,17500000,79,85,23,78,71,83,44,63,3,1,LW
522,15500000,79,85,22,49,71,77,76,75,1,1,LB
523,17500000,79,85,22,76,68,73,38,88,1,1,ST
524,15500000,79,85,24,68,72,72,79,82,1,1,CDM
525,15500000,79,85,22,64,72,74,75,76,3,1,LB
526,16500000,79,84,24,71,85,77,62,64,2,2,CM
527,17000000,79,84,24,76,74,82,29,56,2,1,RW
528,17000000,79,84,24,69,77,84,45,62,3,1,RM
529,15000000,79,84,24,53,66,67,80,75,2,1,CB
530,17000000,79,84,23,64,74,83,28,68,3,1,LM
531,15500000,79,84,23,57,73,74,78,83,3,1,CDM
532,17000000,79,84,23,77,75,81,35,66,3,2,ST
533,15000000,79,84,22,64,79,81,72,78,1,2,LB
534,17000000,79,84,22,72,82,79,39,57,3,1,CAM
535,17000000,79,84,23,75,63,78,43,75,1,2,ST
536,17000000,79,84,22,77,72,81,45,79,3,1,RM
537,17000000,79,84,24,73,72,83,37,50,2,1,LM
538,17000000,79,84,22,74,74,82,49,70,2,1,RW
539,14500000,79,83,25,63,71,64,80,84,3,2,CDM
540,16500000,79,83,24,80,76,82,30,62,1,1,LW
541,14500000,79,83,25,52,70,76,78,70,2,2,LWB
542,16000000,79,83,24,73,78,77,70,75,2,2,CM
543,15000000,79,83,24,64,72,73,78,80,2,1,CDM
544,14500000,79,83,24,61,75,75,77,73,1,1,RB
545,16000000,79,83,23,59,77,77,68,66,2,2,CM
546,13500000,79,82,27,31,58,57,79,80,2,1,CB
547,16000000,79,82,25,73,77,80,56,73,2,2,CAM
548,13500000,79,82,27,40,59,63,79,80,1,2,CB
549,14000000,79,82,26,45,66,63,79,78,1,1,CB
550,14000000,79,82,26,39,58,64,80,75,1,2,CB
551,16000000,79,82,25,79,58,78,33,72,1,2,ST
552,15500000,79,82,25,80,76,77,70,69,3,2,CM
553,13500000,79,82,26,62,72,73,75,87,2,2,LB
554,13500000,79,82,27,66,71,69,80,75,1,2,CB
555,16000000,79,82,24,76,76,81,42,55,1,1,LW
556,16000000,79,82,26,77,59,75,29,75,1,2,ST
557,16000000,79,82,25,80,61,73,45,80,1,1,ST
558,13500000,79,82,26,53,69,76,75,73,2,1,RB
559,13500000,79,82,27,40,52,50,80,79,1,1,CB
560,13000000,79,81,27,57,63,61,77,77,1,3,CB
561,12500000,79,81,28,49,47,56,80,76,1,1,CB
562,13500000,79,81,25,50,70,72,76,81,3,1,RWB
563,12500000,79,81,28,35,62,61,78,82,1,1,CB
564,13500000,79,81,26,58,75,75,78,74,2,2,LB
565,15000000,79,81,26,73,75,80,74,69,1,1,CM
566,15500000,79,81,26,78,66,73,32,74,1,1,ST
567,13500000,79,81,26,44,58,68,78,80,1,2,CB
568,15500000,79,81,26,78,67,78,27,68,3,2,ST
569,15000000,79,81,26,77,81,77,64,80,3,1,CM
570,12000000,79,80,29,33,65,56,78,83,1,3,CB
571,14500000,79,80,27,79,69,79,38,75,2,1,CF
572,14500000,79,80,27,77,67,71,47,86,1,2,ST
573,12000000,79,80,29,45,55,48,80,79,1,1,CB
574,12500000,79,80,27,51,61,58,78,76,1,2,CB
575,13000000,79,80,26,59,73,76,77,76,2,2,RB
576,15000000,79,80,26,64,74,80,76,73,2,2,LM
577,12500000,79,80,27,54,76,77,74,76,1,1,RWB
578,12500000,79,80,27,53,69,75,76,77,1,2,RB
579,14000000,79,80,27,73,79,81,66,68,1,2,CM
580,14000000,79,80,27,69,81,79,66,68,2,1,CM
581,15000000,79,80,26,75,72,79,33,67,3,2,ST
582,12500000,79,80,27,49,66,68,79,78,2,2,CB
583,12500000,79,80,27,66,72,75,76,74,2,2,RB
584,14500000,79,80,27,74,72,80,36,66,3,1,ST
585,4500000,79,79,37,81,74,80,34,67,2,3,ST
586,8000000,79,79,33,81,65,69,34,77,1,2,ST
587,7500000,79,79,33,78,74,85,43,59,3,3,LM
588,3800000,79,79,35,52,67,63,80,76,1,3,CB
589,5500000,79,79,33,67,73,75,78,73,1,3,RB
590,6500000,79,79,34,79,78,83,40,71,2,3,ST
591,6500000,79,79,34,69,84,82,66,60,2,3,CAM
592,4700000,79,79,34,38,50,51,78,82,1,3,CB
593,9500000,79,79,31,32,59,53,80,75,1,2,CB
594,7500000,79,79,33,79,78,79,41,66,2,2,CAM
595,6000000,79,79,33,49,69,70,80,71,1,2,CB
596,8000000,79,79,32,61,76,72,79,75,2,2,LB
597,10000000,79,79,32,78,76,80,61,67,1,3,RM
598,8000000,79,79,32,46,59,59,79,75,1,3,CB
599,10000000,79,79,32,79,78,80,67,77,2,3,CF
600,7500000,79,79,33,70,76,78,71,74,2,2,CM
601,5500000,79,79,33,61,71,74,80,68,2,2,LB
602,10000000,79,79,32,79,61,79,34,64,1,1,ST
603,11000000,79,79,31,74,81,76,67,67,3,2,CM
604,10000000,79,79,32,78,73,83,29,65,1,3,ST
605,11000000,79,79,31,74,79,70,75,79,1,2,CM
606,10000000,79,79,30,65,73,77,79,71,1,2,RB
607,11000000,79,79,31,71,79,82,62,65,1,3,CM
608,11500000,79,79,31,78,63,72,35,80,1,2,ST
609,11000000,79,79,31,78,73,81,42,62,2,2,LW
610,10500000,79,79,29,64,71,74,78,81,1,2,LB
611,5500000,79,79,33,64,75,76,71,76,1,1,RB
612,10500000,79,79,29,37,62,66,80,74,1,3,CB
613,11500000,79,79,31,76,64,74,42,72,1,3,ST
614,10000000,79,79,32,78,69,75,48,82,1,1,ST
615,10000000,79,79,30,68,78,82,79,74,1,2,LB
616,12500000,79,79,29,76,73,82,42,72,2,3,ST
617,7500000,79,79,33,72,77,78,75,76,1,2,LM
618,12500000,79,79,29,77,62,70,37,82,1,2,ST
619,12000000,79,79,30,67,75,84,54,45,3,3,CAM
620,13000000,79,79,27,68,80,81,63,66,3,3,CM
621,10500000,79,79,29,54,75,74,79,69,1,1,LB
622,12500000,79,79,29,74,79,84,41,54,2,3,CF
623,11500000,79,79,30,73,81,82,56,58,3,3,CM
624,10000000,79,79,30,55,66,54,79,83,1,2,CB
625,7500000,79,79,33,75,78,81,40,45,3,2,RM
626,12500000,79,79,29,77,73,77,49,76,2,2,ST
627,12500000,79,79,29,79,63,75,38,73,2,1,ST
628,10500000,79,79,29,63,74,71,79,72,2,1,LB
629,11000000,79,79,28,70,71,72,79,76,3,2,RB
630,10000000,79,79,30,42,63,59,80,76,1,2,CB
631,13500000,79,79,27,77,69,78,36,81,1,2,ST
632,12500000,79,79,29,80,78,82,42,70,2,3,RM
633,13000000,79,79,28,80,77,79,43,68,2,1,ST
634,6000000,79,79,33,71,76,75,75,78,2,2,CDM
635,9000000,79,79,31,74,77,79,72,76,3,2,RWB
636,11000000,79,79,27,70,74,74,78,76,2,2,RB
637,9500000,79,79,31,53,60,56,79,84,1,2,CB
638,12500000,79,79,29,76,76,79,41,75,2,2,LM
639,10500000,79,79,30,63,76,73,76,71,2,2,CDM
640,13000000,79,79,28,73,60,78,33,78,1,1,ST
641,9000000,79,79,31,67,74,73,78,76,2,1,RB
642,10500000,79,79,30,61,74,77,71,77,2,2,CDM
643,11000000,79,79,28,49,73,79,73,67,1,2,LB
644,11000000,79,79,31,72,75,84,46,54,2,1,LM
645,12500000,79,79,28,79,78,78,55,67,2,2,LM
646,10000000,79,79,32,76,64,76,33,66,1,3,ST
647,10500000,79,79,30,66,70,70,79,84,2,2,CDM
648,10500000,79,79,29,60,75,75,78,75,2,3,LB
649,11000000,79,79,27,71,72,81,75,69,2,1,RB
650,13000000,79,79,28,79,68,73,30,75,1,1,ST
651,12500000,79,79,29,80,66,75,38,73,1,2,ST
652,8000000,79,79,32,41,44,59,80,74,1,1,CB
653,10500000,79,79,29,54,59,57,79,83,1,1,CB
654,10500000,79,79,30,67,73,76,74,77,2,1,CDM
655,12500000,79,79,29,81,53,71,30,86,1,1,ST
656,13000000,79,79,28,75,60,75,48,80,1,1,ST
657,12500000,79,79,28,73,79,71,80,82,2,1,CM
658,3600000,79,79,35,51,70,78,77,67,2,1,RB
659,9500000,79,79,31,48,60,52,79,78,2,1,CB
660,9500000,79,79,31,70,70,72,80,83,1,1,CDM
661,11500000,79,79,31,79,65,80,27,66,1,1,ST
662,0,79,79,31,48,60,52,79,78,2,1,CB
663,0,79,79,31,57,72,76,78,74,3,1,CDM
664,0,79,79,31,79,65,80,27,66,1,1,ST
665,17000000,78,88,21,77,68,81,22,64,2,1,RM
666,15000000,78,87,20,37,64,68,77,77,3,1,CDM
667,15500000,78,87,22,66,75,79,64,67,1,1,CM
668,16000000,78,87,21,66,74,83,63,62,3,1,CAM
669,14500000,78,87,22,43,56,63,80,76,1,1,CB
670,14000000,78,86,23,40,54,55,78,79,1,1,CB
671,15000000,78,86,22,63,75,76,79,82,2,1,CM
672,14000000,78,86,22,36,52,55,79,79,1,2,CB
673,15500000,78,86,22,74,67,82,34,56,2,2,LM
674,15500000,78,86,21,70,72,82,33,60,1,1,CAM
675,15500000,78,86,21,75,74,82,37,50,2,1,RW
676,14500000,78,85,20,69,82,85,40,49,3,3,RW
677,14500000,78,85,23,75,69,82,36,62,1,1,LM
678,14500000,78,85,22,67,76,83,54,64,2,1,CAM
679,13000000,78,85,22,66,80,79,77,66,1,1,LB
680,15000000,78,85,22,75,53,73,34,77,1,1,ST
681,13000000,78,84,25,70,73,73,75,84,3,1,CDM
682,14000000,78,84,24,72,75,75,74,76,3,2,CM
683,14000000,78,84,24,72,77,71,78,83,2,2,CM
684,14000000,78,84,23,66,75,84,64,68,2,2,CM
685,13000000,78,84,22,34,62,69,78,75,3,2,CB
686,14500000,78,84,22,75,60,76,43,81,2,1,ST
687,14000000,78,84,23,63,70,84,33,51,3,1,LM
688,12500000,78,84,25,53,61,64,78,81,1,1,CB
689,12500000,78,84,22,47,73,76,77,65,1,1,LB
690,14000000,78,84,23,81,78,80,63,56,3,1,CM
691,14000000,78,84,24,67,74,71,76,74,2,1,CM
692,13000000,78,84,23,46,69,71,79,76,1,1,CB
693,13500000,78,83,24,66,78,82,63,52,1,3,CM
694,14000000,78,83,25,76,67,75,34,79,1,1,ST
695,14000000,78,83,25,73,78,82,35,63,3,1,CF
696,14000000,78,83,24,76,53,72,43,76,1,1,ST
697,13500000,78,83,25,68,76,78,72,72,2,2,CM
698,14000000,78,83,24,76,67,75,27,74,1,2,ST
699,12500000,78,83,25,61,75,74,76,78,2,1,CDM
700,14000000,78,83,23,66,78,79,31,62,2,1,CAM
701,0,78,83,25,38,65,69,79,82,2,1,CDM
702,12500000,78,83,25,54,63,63,79,75,2,1,CB
703,12500000,78,83,24,63,73,77,75,73,2,1,CDM
704,12500000,78,83,24,54,55,56,78,80,1,1,CB
705,13500000,78,83,24,74,78,76,67,67,3,1,CM
706,12500000,78,83,22,53,66,64,79,83,1,2,CDM
707,14000000,78,83,22,74,78,81,47,74,3,1,CAM
708,13500000,78,82,25,78,74,74,40,71,2,2,CAM
709,12000000,78,82,25,28,51,57,78,80,1,1,CB
710,0,78,82,24,73,76,78,70,79,1,2,CM
711,13000000,78,82,25,72,79,83,59,56,3,2,CM
712,12000000,78,82,24,39,59,62,78,77,1,1,CB
713,13500000,78,82,23,73,71,83,43,66,3,2,RW
714,12000000,78,82,26,55,66,72,76,81,2,2,CDM
715,13500000,78,82,23,62,79,83,65,65,2,2,CM
716,13500000,78,82,24,77,55,69,27,83,1,1,ST
717,12000000,78,82,25,33,48,46,78,79,1,1,CB
718,12000000,78,82,24,68,72,74,79,74,2,1,CDM
719,12000000,78,82,23,50,66,71,76,87,1,2,RB
720,12000000,78,82,24,42,56,57,79,76,1,1,CB
721,11000000,78,81,27,37,56,54,76,83,1,1,CB
722,12500000,78,81,26,71,78,77,71,69,2,1,CM
723,13000000,78,81,25,72,73,80,37,70,2,2,LM
724,13000000,78,81,25,61,74,78,75,83,2,1,CM
725,13000000,78,81,25,70,74,81,42,64,2,1,CAM
726,13000000,78,81,24,77,74,82,37,67,2,2,RW
727,12000000,78,81,25,63,71,74,77,73,2,2,CDM
728,11500000,78,81,26,41,68,76,73,79,1,1,RB
729,13000000,78,81,25,75,67,81,54,66,3,1,CF
730,13000000,78,81,25,62,70,77,75,75,2,1,RM
731,13000000,78,81,25,72,72,80,43,73,2,1,LM
732,13000000,78,81,26,75,71,83,34,62,3,1,CAM
733,10500000,78,80,28,47,58,62,80,67,1,2,CB
734,11000000,78,80,27,45,51,48,78,80,1,1,CB
735,10500000,78,80,28,57,61,65,78,79,1,2,CB
736,11000000,78,80,27,40,55,61,78,77,1,1,CB
737,10500000,78,80,28,36,50,62,80,79,1,1,CB
738,11000000,78,80,27,66,76,73,74,75,2,1,CDM
739,12500000,78,80,26,74,77,80,40,67,2,2,CAM
740,11000000,78,80,26,46,63,62,78,74,1,1,CB
741,11500000,78,80,26,61,72,76,74,76,2,1,CDM
742,13000000,78,80,24,72,71,84,32,63,1,2,LW
743,11000000,78,80,27,46,52,69,78,79,1,1,CB
744,10500000,78,80,28,53,59,67,78,83,2,1,CB
745,10500000,78,79,28,65,67,70,79,82,2,2,CDM
746,10000000,78,79,28,50,51,62,78,77,1,1,CB
747,12000000,78,79,27,78,70,73,33,80,1,2,ST
748,11500000,78,79,27,76,79,76,67,66,2,1,CM
749,12000000,78,79,27,77,70,78,36,79,1,3,ST
750,12000000,78,79,27,80,69,77,40,68,3,1,ST
751,10500000,78,79,27,63,71,74,74,78,1,1,RWB
752,10000000,78,79,29,60,67,66,78,78,2,1,CB
753,11500000,78,79,27,69,75,75,70,69,1,2,CM
754,10500000,78,79,27,39,74,74,74,78,2,1,CDM
755,11000000,78,79,26,49,61,48,80,77,1,2,CB
756,12000000,78,79,27,74,78,79,50,59,1,1,CAM
757,12000000,78,79,26,69,76,78,47,62,3,2,CAM
758,12000000,78,79,26,75,76,82,41,62,2,1,LM
759,12000000,78,79,26,71,76,81,33,58,3,1,LM
760,12000000,78,79,26,63,74,78,62,69,1,2,LM
761,10500000,78,79,27,28,47,54,80,78,1,2,CB
762,10500000,78,79,27,63,69,76,73,83,1,1,RB
763,10500000,78,79,27,37,50,65,79,75,1,2,CB
764,12000000,78,79,27,78,58,61,32,74,1,1,ST
765,4500000,78,78,35,77,74,78,45,71,2,3,CAM
766,5000000,78,78,34,69,81,80,63,65,2,2,CM
767,5500000,78,78,34,76,80,84,44,62,2,2,CF
768,2100000,78,78,36,53,68,68,77,77,1,2,CB
769,8500000,78,78,32,80,70,85,42,68,3,2,ST
770,0,78,78,41,51,67,66,80,71,1,2,CB
771,4800000,78,78,35,79,69,71,44,79,1,2,ST
772,3800000,78,78,34,58,58,54,80,76,1,2,CB
773,8000000,78,78,32,79,71,80,36,73,2,3,LM
774,4900000,78,78,33,61,70,60,77,69,2,3,CB
775,6500000,78,78,32,56,61,52,78,77,1,2,CB
776,8000000,78,78,32,72,76,80,37,51,3,3,CAM
777,4900000,78,78,33,37,57,58,80,70,1,2,CB
778,8500000,78,78,29,53,70,76,76,70,2,2,LB
779,10000000,78,78,29,67,78,78,68,70,1,1,CM
780,8000000,78,78,32,70,71,80,35,59,2,3,LW
781,8500000,78,78,30,69,81,77,74,67,2,3,CDM
782,9000000,78,78,31,71,78,76,74,68,1,2,CM
783,9000000,78,78,31,73,76,80,43,61,3,2,LM
784,6000000,78,78,33,69,73,71,77,77,2,1,CM
785,6500000,78,78,32,66,71,74,78,72,2,2,RB
786,10500000,78,78,28,69,74,81,73,70,2,2,RM
787,8000000,78,78,32,62,77,79,76,70,2,2,LM
788,0,78,78,31,49,64,62,79,71,1,3,CB
789,8500000,78,78,30,32,57,54,80,75,1,2,CB
790,10000000,78,78,30,76,71,75,44,81,2,2,CF
791,8000000,78,78,32,73,78,79,56,68,2,2,CAM
792,6500000,78,78,33,75,66,77,40,76,1,2,ST
793,6500000,78,78,32,32,46,56,82,76,1,2,CB
794,9500000,78,78,31,77,64,75,31,59,1,3,ST
795,5000000,78,78,33,66,68,68,78,85,2,1,CDM
796,10000000,78,78,30,75,75,80,31,54,1,2,LM
797,7500000,78,78,31,37,57,54,78,76,1,2,CB
798,6500000,78,78,32,49,58,55,77,87,1,2,CB
799,10500000,78,78,29,80,76,80,35,63,1,3,ST
800,6500000,78,78,32,51,65,70,79,73,2,2,CB
801,2900000,78,78,35,65,75,74,76,76,1,2,LB
802,8000000,78,78,32,75,76,80,53,74,3,2,RM
803,9500000,78,78,31,79,67,71,37,85,1,2,ST
804,8500000,78,78,30,57,65,66,81,80,1,2,CDM
805,8500000,78,78,30,39,67,66,78,74,1,2,CB
806,10000000,78,78,30,79,59,66,45,73,1,2,ST
807,10000000,78,78,30,72,75,79,47,54,3,2,LM
808,9500000,78,78,31,79,53,65,36,82,1,2,ST
809,4300000,78,78,35,71,77,70,76,62,2,3,CM
810,9500000,78,78,30,74,79,76,70,65,2,3,CM
811,9500000,78,78,30,69,69,64,79,80,2,2,CM
812,10500000,78,78,28,74,70,77,43,74,2,3,ST
813,10500000,78,78,29,78,68,74,47,81,1,1,ST
814,0,78,78,30,76,67,69,27,84,1,2,ST
815,10500000,78,78,28,75,80,76,62,69,2,2,CM
816,9000000,78,78,29,60,70,68,79,72,2,2,CDM
817,8500000,78,78,30,64,75,75,73,72,2,1,CDM
818,10500000,78,78,29,75,68,82,33,71,2,2,ST
819,10000000,78,78,29,77,79,79,40,59,2,2,CAM
820,10500000,78,78,28,77,71,80,44,68,3,2,CF
821,8500000,78,78,30,53,67,61,78,73,1,2,CB
822,9000000,78,78,29,67,79,78,75,67,3,2,CDM
823,8500000,78,78,30,63,70,72,78,84,2,2,CDM
824,8500000,78,78,29,31,51,58,81,74,1,2,CB
825,9000000,78,78,31,69,74,69,77,79,2,2,CM
826,8000000,78,78,31,49,69,68,78,81,1,2,CDM
827,9000000,78,78,28,60,74,79,75,78,1,2,RB
828,8500000,78,78,29,42,58,62,79,80,1,1,CB
829,8000000,78,78,30,62,72,75,71,78,2,2,RB
830,9000000,78,78,28,61,70,77,77,69,1,2,RB
831,10500000,78,78,28,64,75,75,77,82,2,2,CM
832,10000000,78,78,29,72,73,78,56,82,2,2,RM
833,10500000,78,78,28,72,82,74,60,72,3,2,CM
834,10500000,78,78,28,74,78,77,61,70,2,1,RM
835,10500000,78,78,28,77,51,68,38,79,2,2,ST
836,9000000,78,78,28,34,55,60,78,75,1,1,CB
837,7500000,78,78,31,61,71,73,78,71,1,1,LB
838,10500000,78,78,28,74,77,79,67,68,3,2,CAM
839,8000000,78,78,31,47,65,69,77,84,2,3,CDM
840,10000000,78,78,29,79,76,79,49,70,2,2,CAM
841,9000000,78,78,28,39,69,73,75,74,1,2,RB
842,11000000,78,78,27,77,75,80,38,69,3,2,RM
843,10500000,78,78,28,72,77,79,60,64,2,1,CAM
844,10000000,78,78,30,81,62,74,33,69,1,2,ST
845,10000000,78,78,30,70,79,79,49,70,3,2,CAM
846,9000000,78,78,29,57,71,68,75,80,2,3,CDM
847,9000000,78,78,28,55,67,70,79,76,2,2,CB
848,9000000,78,78,27,63,73,78,74,75,2,2,RB
849,8000000,78,78,32,77,76,78,45,64,2,3,LM
850,9000000,78,78,28,62,71,73,76,77,2,2,CDM
851,10500000,78,78,28,75,78,79,39,58,1,2,CAM
852,8500000,78,78,29,59,68,65,76,76,1,3,CB
853,8500000,78,78,30,38,49,51,80,74,1,1,CB
854,9500000,78,78,27,58,66,64,80,75,1,1,CB
855,10500000,78,78,28,78,68,82,36,55,2,2,ST
856,8500000,78,78,29,33,55,57,77,78,1,1,CB
857,10500000,78,78,28,74,72,83,34,67,1,2,RM
858,10500000,78,78,28,80,62,71,27,84,1,1,ST
859,10500000,78,78,28,74,68,77,35,76,2,1,ST
860,8500000,78,78,29,50,62,59,78,75,1,1,CB
861,10000000,78,78,30,76,51,68,37,78,1,2,ST
862,9000000,78,78,29,63,71,68,76,84,2,1,CDM
863,10500000,78,78,28,68,72,73,79,79,2,2,CM
864,8500000,78,78,29,54,68,67,76,79,2,1,RB
865,10500000,78,78,28,73,77,81,53,67,2,1,CAM
866,9000000,78,78,28,60,70,79,72,79,1,1,LB
867,9500000,78,78,31,80,62,75,36,66,2,1,ST
868,8500000,78,78,30,51,54,53,78,81,1,1,CB
869,6500000,78,78,32,60,57,54,78,79,1,1,CB
870,10000000,78,78,29,72,78,79,65,71,2,1,CM
871,9000000,78,78,29,64,72,68,76,77,2,1,CDM
872,7500000,78,78,31,50,66,77,76,74,2,1,RB
873,10500000,78,78,27,68,79,79,68,63,2,2,CM
874,10500000,78,78,27,68,68,73,80,80,2,1,CM
875,10000000,78,78,30,79,69,73,39,81,1,2,ST
876,7500000,78,78,31,58,70,77,74,53,2,1,LB
877,4500000,78,78,35,73,76,77,27,59,2,1,CAM
878,7500000,78,78,31,71,71,76,74,74,3,1,RB
879,9500000,78,78,27,62,74,69,76,81,2,1,CDM
880,8500000,78,78,32,77,55,74,27,66,1,1,ST
881,0,78,78,31,58,70,77,74,53,2,1,LB
882,0,78,78,35,51,69,78,76,67,2,1,RB
883,0,78,78,35,73,76,77,27,59,2,1,CAM
884,14000000,77,88,20,36,59,61,75,80,1,1,CB
885,13000000,77,87,22,43,68,74,76,69,1,1,RB
886,14000000,77,87,20,73,73,77,68,74,3,1,CM
887,13000000,77,87,23,71,72,78,74,77,2,1,CDM
888,14500000,77,87,21,74,56,74,29,69,1,1,ST
889,14000000,77,86,21,71,75,79,48,66,2,1,RM
890,13500000,77,86,22,70,72,82,42,67,3,1,LW
891,13500000,77,86,22,75,75,77,50,63,2,1,RM
892,12500000,77,86,22,29,59,66,78,67,1,1,CB
893,12500000,77,86,23,68,72,82,71,73,3,1,RB
894,13000000,77,85,23,66,74,80,41,59,2,1,CAM
895,13000000,77,85,23,73,74,77,28,62,2,1,CAM
896,12000000,77,85,22,30,54,65,78,73,1,1,CB
897,12000000,77,85,21,42,68,72,76,76,2,1,CB
898,13000000,77,85,21,74,75,80,69,65,3,1,CM
899,13000000,77,85,21,71,74,79,72,71,1,1,CM
900,13000000,77,85,20,69,73,73,66,67,3,1,CM
901,12000000,77,85,21,55,70,74,77,76,2,1,CB
902,13000000,77,85,21,70,73,80,48,66,2,1,CAM
903,11500000,77,85,22,50,71,74,75,69,1,1,LB
904,12000000,77,85,21,66,75,79,72,73,1,1,LB
905,12500000,77,84,23,75,59,76,39,71,1,2,ST
906,12500000,77,84,23,74,71,78,35,64,1,1,ST
907,12500000,77,84,23,75,69,77,41,74,1,1,ST
908,12500000,77,84,22,77,64,76,36,78,1,1,ST
909,12500000,77,84,24,71,74,76,67,76,2,1,CM
910,12500000,77,84,22,63,75,78,66,69,1,1,CM
911,12500000,77,84,23,74,58,78,39,75,1,1,ST
912,12500000,77,84,23,67,68,76,76,83,3,1,CM
913,11000000,77,84,22,56,68,74,71,80,1,1,RB
914,11000000,77,84,21,59,72,81,72,69,2,1,RB
915,11000000,77,84,23,62,72,79,70,72,3,1,RB
916,12500000,77,84,24,73,76,76,52,71,2,1,CM
917,12500000,77,84,23,78,76,80,63,70,1,1,CM
918,11500000,77,84,22,65,72,72,74,80,2,1,CDM
919,12500000,77,84,21,70,66,80,32,65,1,1,LW
920,12500000,77,84,23,70,76,79,57,51,3,1,CAM
921,11000000,77,83,24,51,69,73,72,82,1,1,RB
922,12000000,77,83,24,75,72,82,47,63,2,1,LW
923,11000000,77,83,23,22,52,55,78,74,1,1,CB
924,12500000,77,83,22,70,63,75,38,79,1,1,ST
925,12000000,77,83,24,75,73,80,55,62,2,1,CAM
926,12000000,77,83,21,67,78,79,65,58,2,1,CM
927,11000000,77,83,22,41,55,62,77,67,1,1,CB
928,12000000,77,83,22,65,73,78,73,73,2,1,CM
929,12500000,77,83,22,75,69,77,38,68,1,1,ST
930,12000000,77,83,22,71,71,81,64,70,1,1,LW
931,11000000,77,83,22,64,68,72,74,80,2,1,CDM
932,12000000,77,82,24,64,78,78,68,64,3,1,RM
933,10500000,77,82,25,62,75,84,72,68,2,2,RB
934,11500000,77,82,23,74,78,78,66,69,3,1,CM
935,10500000,77,82,24,59,68,78,74,62,2,2,LB
936,11500000,77,82,24,71,75,77,72,74,1,2,CM
937,10500000,77,82,24,40,64,69,76,80,1,1,CB
938,10500000,77,82,25,40,62,64,76,73,1,1,CB
939,11500000,77,82,24,75,76,78,74,78,2,2,CM
940,12000000,77,82,25,76,67,80,51,75,2,1,ST
941,11500000,77,82,24,71,75,79,67,74,3,2,CM
942,11500000,77,82,23,70,74,75,73,79,2,2,CM
943,11500000,77,82,25,67,76,77,70,69,2,1,CM
944,12000000,77,82,24,74,68,75,40,81,1,1,ST
945,10500000,77,82,23,46,66,67,78,77,1,2,RB
946,10500000,77,82,26,67,70,69,75,76,2,1,CDM
947,12000000,77,82,23,68,72,79,63,66,3,1,LM
948,10500000,77,82,26,31,52,52,75,83,1,1,CB
949,11500000,77,82,23,58,79,76,65,66,2,1,CM
950,12000000,77,82,24,68,72,81,62,62,2,1,CAM
951,10500000,77,82,22,37,52,57,76,77,1,1,CB
952,11000000,77,82,23,57,70,71,76,70,2,1,CDM
953,11500000,77,82,23,74,78,75,65,70,2,1,CM
